text,label
മതത്തെ ക്കാൾ വലുതാണ് എല്ലടോ ...? തൻറ്റെ മൂക്കിന് താഴേ സംഘികൾ വന്ന് ഡൽഹി ൽ നരനായാട്ട് നടത്തുമ്പോൾ വായിൽ അമ്പഴങ്ങ ആയിരുന്നോ ?ഈ സമ്മേളനം നടത്താൻ എന്തായാലും അനുമതി ചോദിച്ച് കാണും അപ്പോൾ അവരെ തടയായിരുന്നില്ലേ ?സമ്മേളനം നടത്താൻ സർക്കാർ സമ്മതം കൊടുത്തത് എന്തിന്??,Fake
Araano e manushyane peedippichad????,original
ഇതിൽ നിന്നും വെക്തമായി പാർട്ടിയുടെ നിലപാടും ബുദ്ധി ശൂന്യതയും..,original
Marunadan  ki  jai.....sajan  sir 👌👌👌,Fake
താങ്കളുടെ എളിമയിൽ ഞാൻ തലകുനിക്കുന്നു,Fake
Very good....enthinanu nu mole veruthe alkkare kuttam parayunnathu...shows the irresponsibility of the government...aareyum kuttam paranjittu kaaryamilla....ivarude peril yaathoru nadapadiyum government edukkillaa...nirdesham mathram....vote bank is the issue....,Fake
"കരുതലു൦ പ്രതീക്ഷയു൦ സാജൻ സാറിന്ടെ വാക്കുകളിൽ   നന്ദി  സാജൻസാർ , ആശ്വാസ൦ പകരുന്ന വാക്കുകൾ",Fake
തള്ള് പറയാൻ ചൈനക്ക് പറ്റും ! എന്നിട്ട് എന്തുകൊണ്ട് നേരത്തെ ചെയ്തില്ല ! ലോകം മുഴുവൻ രോഗം പറത്തിയതും പോരഞ്ഞ് ഈ തള്ള് നാറികൾ എല്ലാത്തിന്റെയും  ഉത്തരവാദിത്തം അവർ എറ്റടുക്കുമോ അതോ മറ്റുള്ളവരുടെ തലയിൽ കെട്ടിവെയ്ക്കുമോ ?,Fake
ഈ നാറികൾക്ക് ethonum ബാധകം അല്ലേ ...<br>ഒരു പ്രവാസി 30 ദിവസം avadhik വന്ന പകുതി ദിവസം corantain ... കഷ്ടം,original
Remove chief minister of Modi from India,Fake
Yentha lley,original
ഇതെന്ത് മൈര്,original
ithoke purathaaayathoke nallath thanne...kandath kondum manassilaakiyath kondonnu oru kaaryavumillaa....anagendavar kayyum ketti nooki nikkuka thanne cheyyum......thanik vannaalallaathe aaarku oru maatvm indaavilla(thalapathirikunnavar),Fake
ലേശം ഉളുപ്പുണ്ടോടെ 😡,original
Omicron iam coming  adhyam pina naarikk varanam pine a pennin pillakum,original
"Purogamanam 100 (Thallukalil),<br>Vakathirivu Vatta 0<br>Communism 😏",original
ലോകം മുഴുവൻ നശിപിച്ചിട്ടു ചൈന വിലസി നടക്കുന്നു 🙄🙄,Fake
വേലി തന്നെ  വിള  തിന്നുന്നു.  ഗം!,original
പത്രക്കാർ എന്തു പറഞ്ഞാലും<br>ഈ കൊവിഡ് വാക്സിൻ<br>ദോഷം മാത്രമേ ചെയ്യുകയുള്ളൂ!<br>കാത്തിരുന്നു കാണാം!<br>വാക്സിൻ എടുത്ത 90%<br>ആളുകൾക്കും  കൊവിഡ്<br>വന്നതായി കാണാം.<br>കൊവിഡ് വരാതിരിക്കാനാണ്<br>വാക്സിൻ കൊടുത്തതെന്നോർക്കുക!<br>വിപരീത ഫലം വന്നപ്പോൾ<br>കമ്പനികൾ വാക്കു മാറ്റി<br>കൊവിഡ് ശക്തമാകാതിരിക്കാൻ<br>ഇതു സഹായിക്കുമെന്നു പറഞ്ഞു.,Fake
Engane dhuruhatha undekil ee case Mossad kandupidatee...,Fake
അറിയേണ്ടവനെ അറിയാതെ വരുമ്പോൾ ഇതെല്ലാം സംഭവിക്കും.,Fake
Edanu andamkammigl,original
"അക്കങ്ങൾ എല്ലാം ശരിയാണല്ലോ?<br>150/501 രണ്ടിലും 1,5,0 തന്നെയല്ലേ?",original
Marunadan mottham fake news anallo. Mairaaaa,Fake
കലികാലം 😘,Fake
"Muslims gathered there at &#39;that time&#39; there was NO CLARITY about the virus and its infection process. But, NOW that the contagion process is more or less clear, the Kumbhamela crowd with the permission of the Govt. is definitely deplorable. Reportedly, the concerned scientists warned the Govt or the PM...! The great tragedy of the time.",Fake
Kazhuthakal,original
"ഇതിൽ നിന്നും മനസ്സിലാവുന്നത്, ബാക്കിയുള്ളവർ വെറും ഉണ്ണാക്കൻമാരാണ് യെന്ന്, ഇങ്ങനെയുള്ള എകാതിപത്യ രാജ്യങ്ങളെ പൂർണ്ണമാക്കും ഉപരോതിക്കാർ ബാക്കി ഉള്ളവർക്ക് കഴിയുമൊ? അതാണ് വെണ്ടത് അതിന് കഴിവില്ലായെങ്കിൽ മിണ്ടാതിരിക്കുക",Fake
"ഒരു ബയോ വെപ്പൺ എന്ന നിലയ്ക്ക് മനുഷ്യ ശരീരങ്ങളിൽ പ്രവർത്തിച്ച് പടർന്ന് പന്തലിച്ച് സർവ്വനാശം വിതയ്ക്കാൻ തക്ക ആർട്ടിഫിഷ്യൽ വൈറസുകളെ  സൃഷ്ടിയ്ക്കാൻ ശാസ്ത്രലോകത്തിന്   ഇപ്പോഴും സാധിയ്ക്കുന്ന ഒരു ഘട്ടമെത്തിയിട്ടില്ല. അതൊരു conspiracy മാത്രമാണ്.<br>  എയ്ഡ്സ് വൈറസിനെയും മനുഷ്യർ  സൃഷ്ടിച്ചതാണെന്ന രീതിയിൽ   വൻകിട രാജ്യങ്ങൾ തമ്മിൽ ആരോപണം നടത്തിയിരുന്നു.<br>  ഇത്രയും ശാസ്ത്ര സാങ്കേതിക പുരോഗമന കാലത്തിനു മുമ്പ് തന്നെ, ഈ ലോകത്ത്  ഇടവിട്ട് ഇത്തരം പുതിയ വൈറസുകളും ബാക്ടീരിയകളും രൂപം കൊണ്ട് ഓരോ അസുഖങ്ങൾ പൊട്ടി പുറപ്പെട്ട് മനുഷ്യരെ കൊന്നൊടുക്കിയിട്ടുണ്ട്.",Fake
കഷ്ടം!!!! തിരുവാതിരയെ നാണം കെടുത്തി.....,original
😂😂😂 നല്ല അടിപൊളി വിവരണം,original
Purusha sagakkal...,original
ഞാനും ഒരു വർണ്ണപ്പട്ടമായിരുന്നു......<br>കേരളത്തിലും ഒരു പുതിയ രോഗിയൊ മരണമൊ ഇല്ലാത്ത ഒരു നല്ലനാൾ ഉണ്ടായിരുന്നു.,Fake
പാര്ട്ടിക്കാര് കോവിഡ് വന്നു ചത്താലും വേറൊരു പാർട്ടിക്കാർക്കും ഒന്നും സംഭവിക്കരുത്,original
"റഷ്യയിൽ 1500 കേസുകൾ റിപ്പോർട്ട് ചെയ്തിട്ടുണ്ട്. പിന്നെ നോർത്ത് കൊറിയയിൽ നടക്കുന്നത് പുറം ലോകം അറിയാറില്ല, ചീനയിലും ഇത് തന്നെ അവസ്ഥ .ഗവണ്മെന്റ്റ് പറയുന്നതാണ് ന്യൂസ് ..",Fake
പാത്രം കൊട്ടിയാൽ മതി<br>എന്നിട്ടു ഒരു ആഴ്ച കഴിഞ്ഞു മെഴുകുതിരി കത്തിച്ചു നോക്കൂ<br>അപ്പോൾ കൊറോണയെ കാണാൻ കഴിയില്ല<br>സംശയം ഉള്ളവർക്ക്  മോങ്ങിജിയോട് ചോദിക്കാം,Fake
ചൈന ലോകത്തിനു ഭീഷണി...,Fake
തലച്ചോർ നായ തിന്ന ടീമാണ് 😂😂അണികൾ മുതൽ നേതാക്കൾ വരെ ഒക്കെ കണക്കാ 😂പറഞ്ഞിട്ട് കാര്യമില്ല 👍👍👍,original
ലോകത്തിൽ ഏറ്റവും നല്ല മനുസൺ പിണറായി bijyan,original
"ഹാവൂ, ആശ്വാസമായി. സാജൻ സാറിന് നന്ദി, നല്ലൊരു സന്ദേശം പങ്കുവെച്ചതിന്.",Fake
ഇത് തിരുവാതിര യല്ല  പിണുവാതിരാ,original
അച്ചുതാനന്ദൻ ആയിരുന്നപ്പോൾ ഒരു പാർട്ടി എന്ന നിലയിലുള്ള വില ഉണ്ടായിരുന്നു പക്ഷെ പിണറായി വന്നതോടെ പാർട്ടി വ്യക്തി പൂജയിലേക്ക് മാറുകയും വില പോവുകയും ചെയ്തു,original
Thats my maan🔥🔥🔥,Fake
പറയുന്നത് ചെയ്യുന്നത് ഒക്കെ വിപരീദം.. മാൻഡ്രേക് 😂,original
കിറ്റ് കിറ്റ് പെൻഷൻ പെൻഷൻ 😆😆😆😆,original
Karyamayitu cheythathanengilum nalla comedy ayitund 😂😂😂😂,original
വീണാ ജോർജിന് കോവിഡിനെ പേടിയില്ല ആ ഭാഗത്ത് തേക്ക് ഇല്ലെന്ന് രാജാവ്,original
"മറുനാടൻ പറഞ്ഞതൊക്കെ അമേരിക്കയുടേയും ബ്രിട്ടന്റേയും ശിരസിൽ ചാർത്തി ക്കൊടുക്കാവുന്നതാണ്. രണ്ടു സാമ്രാജ്യത്ത രാജ്യങ്ങൾ.. ലോകത്തിന് ഇവർ ചെയ്തപോലൊരു ദ്രോഹം ഒരു രാജ്യങ്ങളും ചെയ്തിട്ടില്ല, ഇവർക്കുണ്ടെന്നു ലോകത്തെ ധരിപ്പിച്ച ശാസ്ത്ര നേട്ടങ്ങൾ ചായക്കോപ്പയിലെ കൊടുങ്കാറ്റായിരുന്നു എന്നത് കൊറോണ ലോകത്തിനു മുന്നിൽ തുറന്നു കാണിച്ചിരിയ്ക്കുന്നു.. U N<br>യെ ചൊൽപ്പടിക്കു നിർത്തി ഇത്രയും കാലം ഇവർ ലോകത്തെ<br>പറ്റിച്ചു കൊണ്ടിരിക്കുകയായിരുന്നു. കൊച്ചു ക്യൂബയ്ക്കെതിരെ ഉപരോധം ഏർപ്പെടുത്തിക്കൊണ്ട്<br>ക്യൂബയുടെ ശാസ്ത്ര നേട്ടങ്ങൾ<br>യു എനും അമേരിക്കയും കൂടി ലോകത്തിനു മുന്നിൽ മറച്ചുപിടിച്ചു. <br>എന്നാൽ വർഷങ്ങൾക്കു മുൻപേ ക്യൂബ കണ്ടുപിടിച്ച വെെറസ് മരുന്ന്<br>കൊറോണയ്ക്കെതിരെ അവർ ഫലപ്രദമായി ഉപയോഗിയ്ക്കുന്നു.. <br>എന്തിനു ക്യൂബ പണ്ടേ കോവിഡ് മരുന്നു കണ്ടുപിടിച്ചു എന്ന സത്യത്തിലേയ്ക്ക് ഒന്ന് എത്തിനോക്കിയാൽ അറിയാൻ കഴിയും, എന്നേ അമേരിക്ക ക്യൂബയ്ക്കെതിരായി വെെറസ് യുദ്ധം തുടങ്ങി കഴിഞ്ഞെന്ന ദുഃഖസത്യം.. <br>അപ്പോൾ &quot;വളെടുത്തവൻ തന്നെയാണ് വാളാൽ നശിയ്ക്കുന്നത്&quot; എന്ന സത്യം മനസ്സിലാക്കുക.. അമേരിക്ക ഇന്ന് കോവിഡ് ദുരന്തത്തിന്റെ മുന്നിലാണ്.. <br><br>പാശ്ചാത്യാനുകൂല പപ്പരാസികൾ<br>വിസർജിച്ചിടുന്നത് നേരേയെടുത്തു<br>വിഴുങ്ങുന്നതിനു മുൻപ് തലച്ചോറൊന്നു പ്രവർത്തിപ്പിക്കുന്നത് എന്തുകൊണ്ടും നല്ലതാണ് മറുനാടാ..",Fake
Thirvathira covid,original
It will slow down.,Fake
ഒരു ഭാഗത്ത്‌ സഖാവിന്റെ മരണത്തിലുള്ള മുതലക്കാണ്ണീർ..<br>മറുഭാഗത്ത്‌ കൈകൊട്ടി തുള്ളൽ..<br>ബക്കറ്റ്‌ പിരിവിന്ന് ഒരു അവസരം കൂടി കിട്ടിയതിനുള്ള ആഹ്ലാദമാവും ല്യൊ..<br>കഷ്ടം സംഘാക്കളെ കഷ്ടം.. ലേശം ഉളുപ്പ്‌..,original
ളളത്തരം പറയതെ മുറ നാട<br>Russia ൽ 1570 പേർ കോറോണ ബാധിതർ ആണ്<br>മരണം 8<br>North Korea ഒന്നും പുറത്ത് പറയാറില്ലാ<br>ഉണ്ടെങ്കിലും ഇല്ലന്നേ പറയു,Fake
പകൽ പോലെ സത്യമായ കാര്യം. ലോകജനതക്ക് എന്ന് ബുദ്ധി ഉദിക്കുമോ ആവോ,Fake
സത്യം സർ ഈ  രോഗം മൂലം എന്റെ അപ്പൻ യ്നിക് നഷ്ട പെട്ടത്,Fake
മതമെന്ന പേരിൽ സന്താനോൽ പാത യന്ത്രത്തെ വരെ പൂജിക്കുന്ന വിഢസ്ഥികൾ ഇന്ത്യയിലല്ലാതെ ലോകത്തെവിടെയെങ്കിലും ഉണ്ടാ ഇതൊക്കെ കൽപിച്ചത് ദൈവമാണോ? സത്താന്റെ സന്തതികൾ : എനിഒരാളുടെ വിശ്വാസമെന്ന് പറയുന്നെങ്കിൽ ആ വിശ്വാസംമറ്റൊരുത്തനെ അപ ഘടപ്പെടുത്താൻ ഇന്ത്യൻ ഭരണ വ്യവസത പോലും അനുവദിക്കുന്നില്ല. ഇതിലൊരു ദൈവികതയുമില്ല സത്താനി സം മാത്രം ബുദ്ധിക്ക് തകരാറില്ലാത്തവർ ലജ്ജിക്കുക,Fake
Truth come out from the shadow of sun 🌞,Fake
These countries have an invisible iron curtain around them. Not transparent. Always dubious actions...,Fake
ഒരു കോവിഡ് അത് ആരാണ് ആഗ്രഹിക്കാത്തത്,original
"6.31മിനിറ്റ് : 1000/ദിവസം ആയിരിയ്ക്കും, അല്ലേ ?",Fake
കാരണവർക്ക് അടുപ്പിലും ആക്കം,original
"കെജ്രിവാൾ  വർഗീയഫാസിസ്റ്, ഞമ്മള വലിയമതത്തിനോടുള്ള  അസൂസയാണിത്.",Fake
"ഇതെല്ലാം Trump president ആയിരുന്നപ്പോൾ പറഞ്ഞിരുന്നു, ഒരു പുതിയ അറിവായി എന്തിനാണ് നിങൾ പറയുന്നതു്.",Fake
തിരുവാതിരയും കോടികണക്കിന്‌ ആളുകൾക്ക് സമ്മേളനവും നടത്താം പക്ഷെ പാവപെട്ട ആളുകളെ ആഘോഷങ്ങൾ പാടില്ല ന്താല്ലേ,original
ഇത് കേരളത്തിൽ പറഞ്ഞിട്ട് കാര്യം ഇല്ല...  മതം കലർത്തും...  രോഗം പടർത്തിയ കാസർകോട് കാരനെ നമ്മൾ എത്ര കുറ്റം പറഞ്ഞു... അതിലും ദുരന്തം ഉണ്ടാക്കിയ കാര്യം അല്ലേ ഇത്... പക്ഷെ ആർക്കും ഒന്നും പറയാനില്ല.. എന്തുകൊണ്ട്... lets think...,Fake
ഈ കമ്മി പെണ്ണുങ്ങൾക് നാണം ഇല്ലേ അലവലാതികളെ കഷ്ട്ടം 😬,original
Inganeyaaanangil ellaaa 100 varshamkoodumthoorum athavaa 1720 1820 1920 2020..ivayokkee engane,Fake
Ellavarudeyum assanathil kambi choodaki kettanam. Thendikal,Fake
കോവിഡ് വരാതെ അവനവൻ നോക്കിക്കോണം. ഈ വനിതകൾ വേറെ നിവൃത്തിയില്ലാത്തോണ്ട് തുള്ളുകയല്ലേ. സമ്മേളനങ്ങളിൽ പങ്കെടുത്തില്ലെങ്കിൽ ഭീഷണിപ്പെടുത്തി കൊണ്ടുപോകും. എന്തു പ്രോട്ടോകോൾ.? ഈ പറഞ്ഞ എ ണ്ണത്തിൽ കൂടിയാൽ ചഗാക്കൾ ഫൈൻ അടക്കും മാഷേ. ചുവപ്പണിഞ്ഞ ചഗാക്കളുടെ മുന്നിൽ കൊറോണ അല്ല അവന്റെ അപ്പൻ തോറ്റോടും പിന്നെയാ,original
എന്തെങ്കിലും ഒക്കെ ടെൻഷൻ ഉണ്ടാകുമ്പോൾ ഈ പാർട്ടി ക്കാരുടെ കോപ്രായങ്ങൾ കാണുന്നത് ആണ്.. വലിയൊരു ആശ്വാസം.. ഇനിയും നിർലോഭം തുടരുക... മലയാളികൾ ടെൻഷൻ മറക്കട്ടെ ചിരിക്കട്ടെ 😃,original
Did they over come this pandemic? Not getting any news about it.,Fake
എണീറ്റു പോടാ,original
എല്ലാ മതത്തിലും ഉണ്ട് ഇങ്ങനത്തെ ഒരു പിഷാജ്.,Fake
Impossible  mathematically Starting and Ending  Corona  is not  End  Corona  is  Start  not  End   ok,Fake
കേരളം വേറെ ലെവൽ ആണെന്ന് ഞങ്ങൾ കാണിക്കും<br>ആരോഗ്യ മന്ത്രി യും സിഎം ഉം വേറെ ലെവൽ,original
2022 ആദ്യത്തെ ദുരന്തം 😂😂,original
Communisam illaa communist party mathram ullu,original
Barikkunnavarkkum enthumagaan ennulla eee nayam eni jenagale veettil adachu pattinikkidaruth kit thannathu kondu loan adanju poganamennilla,original
നാളെ എന്റെ കല്യാണം ആണ് 100പേരെ വിളിച്ചിട്ടുള്ളു പിന്നെ 500പേർ അടങ്ങുന്ന തിരുവാതിര കളി ഉണ്ട് അപ്പോൾ കുഴപ്പം ഇല്ലല്ലോ,original
Koottakkali/fanc dress,original
"Climate mari..summer ethi Europil. Ini 2 masam corona indiail thanne. South Americayil nokku. Brazil, Peru, Chile..",Fake
Comedy Guys,original
"വിജയിക്യട്ടെ+വിജയിക്യട്ടെ= വിജയിക്കയല്ല, വിരമിക്കും ഇങ്ങനെ പോയാൽ കേരളത്തിൽ 😁",original
ചൈന ഉണ്ടാക്കി എടുത്ത വൈറസ്.   അതിനെ ഇല്ലാതാകാൻ ഉള്ള മരുന്നും അവർ  കണ്ടെത്തിയിട്ടുണ്ട്.  എല്ലാം ചൈനയുടെ ചതി തന്നെ.,Fake
മന്ത്രി അപ്പുപ്പൻ : 😭😭,original
ഇപ്പോൾ ആണ് സഖാവ് പറഞ്ഞത് മനസിലായത് ..നിങ്ങള്ക്ക് ഇ പാർട്ടിയെ കുറിച്ച് ഒരു ചുക്കും ചുണ്ണാബും അറിയില്ല എന്നത്..നൂറുശതമാനം സാക്ഷരതാ കേരളം ഒരു കിറ്റ് കിട്ടിയപ്പോൾ ഓർത്തില്ല ഇതുപോലെ പണി പാലുംവെള്ളത്തിൽ വരും എന്ന് അപ്പോൾ അനുഭവിച്ചോ..വെറുതെ ആണോ ബംഗാളിലും ത്രിപുരയിലും അവിടത്തെ നാട്ടുകാർ ഒരു സഖാവിനെയും വിഷപാമ്പിനെയും ഒരുമിച്ചു കണ്ടാൽ അവർ സഖാവിനെ ആദ്യം തല്ലികൊല്ലും അതാണ് കയ്യിലിരിപ്പ് ..കഴുത പുലികൾ നയിക്കുന്ന കഴുതകളുടെ പാർട്ടി ആണ് സിപിഎം,original
True👍,Fake
കഷ്ട്ടം,original
Donkeys are the real people who voted them communist are genius politicians 😂,original
വ്യാജന്മാർ ആരെന്ന് അനുഭവസ്ഥർക്ക് അറിയാൻ സാധിക്കും !,Fake
കേട്ടിട്ട് തൊലി ഉരിഞ്ഞു പോകുന്ന പോലെ തോന്നുന്നു,original
കേരള ബജറ്റ്‌ പോലെയല്ലേ.,Fake
Even shaghai,Fake
"Ithellam Vjayanteyum, veenayudeyum oru veena meettalalle? Atho odakuzhal vayanayo?",original
ശുഭാപ്തി വിശ്വാസം നല്ലതുതന്നെ,Fake
"Namude cm muthanu pulli americayil poya timil namkku vishamam avandu nikananu ee programme sponser cheythadh,tnx cm ,I really enjoyed😂😂😂",original
കോറോണയെക്കാൾ നാട്ടിന് ആപത്ത് ആണ് കമ്മ്യൂണിസ്റ്റ് പാർട്ടി 😊,original
എല്ലാ മതവിഭാഗത്തിൽ ഉം ഉണ്ട് ഇതുപോലെയുള്ള മതഭ്രാന്തന്മാർ അല്ലേ,Fake
നാണമില്ലേ  നാരികൾക്ക്,original
Ellathinem Niranirayayi nirthi shoot cheyanam ithu keralalathiley MA MA madhyamangal arrinhu kanumo entho,Fake
"അയിന് മ്മളെ വീണക്ക് ന്യൂസ്‌ റീഡ് ചെയ്യാനല്ലേ അറിയൂ, അത് കൃത്യമായി ചെയ്യുന്നുണ്ടല്ലോ, അതെന്താ ആരും പോസിറ്റീവ് ആയി പറയാത്തെ 🤐",original
"മറ്റേ ചേട്ടൻ എവിഖ്യപ്പോയി? പുള്ളിയായിരുന്നെങ്കിൽ ഒരു പൊടിപ്പും തൊങ്ങലും കിട്ടുമായിരുന്നു - ചൈന ഈ രോഗത്തെ എത്ര നല്ല രീതിയിൽ പ്രധിരോദിച്ചു എന്നതിന്റെ തെളിവാണ് അവടെ ഇപ്പോൾ നടക്കുന്ന മറ്റ് കാര്യങ്ങൾ, ഇനി നമ്മളും ഒരു മാസം കഴിഞ്ഞ് കേരളം മുഴുവൻ തുറന്നു കൊടുക്കുമ്പോൾ നിങ്ങൾ എന്ത് പറയും?",Fake
Musilm.   Verotham,Fake
എന്നാപ്പിന്നെ കാര്യങ്ങൾക്ക് ഒരു തീരുമാനം ആയിട്ട് തള്ളിയാപ്പോരെ കറിയേ 😊😊,Fake
സത്യം മറച്ചു വെക്കാൻ പറ്റില്ല എന്നത് വലിയ ഒരു സത്യമാണ്,Fake
അവസാനം ഒരു സെകൻ്റിൽ വന്ന് ചിറ്റപ്പൻ പൂണ്ട് വിളയാടി...🔥🔥,original
ഇത് തിരുവാതിര അല്ല. ഇത് പിണുവാതിര.  ആ കലയെ കൊല ചെയുന്നു,original
ലോകരാഷ്ട്രങ്ങൾ മുഴുവൻ ഒറ്റക്കെട്ടായി നേരിട്ടാൽ തീരാവുന്നതേയുള്ളു ചങ്കിലെ ചൈനയെന്ന ദുഷ്ടരാജ്യം,Fake
ഒരു തുള്ളി രക്തം ചൊരിയാതെ.. ജൈവ യുദ്ധം.. ലോകത്തിലെ.. no 1.. ആകാൻ. ചങ്കിലെ ചൈന.. നടത്തിയ.. സൈക്കിളോജിക്കൽ മൂവ്..,Fake
Sir thanks good analysis,Fake
പിതാവിനും പുത്രനും പിണറായി വിജയനും സ്തുതിയായിരിക്കട്ടെ........,original
സിപിഎം നു എന്തും ആവാലോ,original
ഹിന്ദു വായാലും മുസൽമാനായാലും ക്രിസ്ത്യനായാലും ഈ സാഹചര്യത്തിൽ കോവിഡ് ഒരുമിച്ച് അധിജീവിക്കാൻ എല്ലാവരും ഒത്തൊരുമിച്ചു പ്രെവർത്തിക്കുക എല്ലാ ആചാരങ്ങളും തൽക്കാലത്തേക്ക് സൈലന്റായി ചെയ്യൂ പിന്നീട് നമുക്ക് ജീവനുണ്ടെങ്കിൽ ആർഭാടമായി ചെയ്യാം,Fake
"ഇന്ത്യയെ ആരും നാണം കെടുത്തുന്നില്ല.ബിബിസി,roiters, തുടങ്ങിയ ഇന്റർ നാഷണൽ മീഡിയ ആണ് എല്ലാം കാണിക്കുന്നത്.",Fake
"പ്രവാസികൾ എന്തായാലും ക്വാറന്റൈൻ വ്യവസ്ഥകൾ പാലിക്കണം.., നാട്ടുകാരിൽ നിന്ന് കൊറോണ പടരാൻ സാധ്യത ഉണ്ട്",original
അമേരിക്കയുടെ മരുന്ന് വില്പന സംശയമാണ് പൂർണമായും വിശ്വസിക്കാൻ വയ്യ പടച്ചവൻ കാക്കട്ടെ എല്ലാവരെയും നമുക്ക് പ്രാർത്ഥിക്കാം,Fake
അറിഞ്ഞു കൊണ്ടുള്ള മനുഷ്യന്റെ ചൈനയുടെ കണ്ടുപിടുത്തം ആണ് covid    മനുഷ്യ രാശിയെ ബുദ്ധിപൂർവം കീഴ്ടക്കി കൊണ്ടിരികയുന്ന ചൈനക്യറിയില്ല വരാൻ പോകുന്ന Astroid ഇനെ,Fake
Dr vadakkanchery യേ കൂടെ  ഒന്ന് interview  ചെയ്യുക  അപ്പേ ഇതിന്റെ  എതിർ  ഭാഗം കൂടി ജനങ്ങൾക്ക്  മനസ്സിലാകും,Fake
അപ്പൻ അടുപ്പിലും ആവാം,original
"കൊറോണ പിൻവാങ്ങുമ്പോഴേക്കും സുഡാപ്പികളുടെ  തീവ്രവാദം ലോകത്തു വീണ്ടും തലപൊക്കും.. തീവ്രവാദികളെ അവശേഷിപ്പിച്ചു നീ പോകല്ലേ കൊറോണ...,😄",Fake
Oru karanam athu ann,Fake
ഷാജഹാൻ വിഢിയാണോ? വൈറസ് അസിഡിക് ആണു. വൈറസ് ന്റെ ലിപിഡ് ഫാറ്റി കവറിങ്ങ് അസിഡിക് ആണു. ആധുനിക വൈദൃശാസ്ത്രത്തിൽ വൈറസ് മരുന്നുകൾ ഉണ്ടു മാരകമാണു. ആയുർവേദത്തിലെ രണ്ടാം കഷായം വൈറസിനെ ലക്ഷൃമാക്കിയണെന്നു ആയു൪വേദക്കാ൪ക്കുമറിയില്ല. വടക്കാഞ്ചേരി പഠിക്കുന്നുണ്ടു. താങ്കളും വല്ലതും പഠിക്കുക. ഡോബിഎ൦ ഹെഗഡേയെ വിമർശിച്ചു നോക്കു. വടക്കഞ്ചേരിയു൦ മോഹനനു൦ ഷാജഹാനും വലിയ പഢിതരല്ല.,Fake
രണ്ടുവർഷം കഴിഞ്ഞ് വാക്സിൻ പുറത്തിറക്കുക യുള്ളൂ എന്ന് ആദ്യം പറഞ്ഞു എന്തുകൊണ്ടെന്നാൽ വാക്സിന്റെ സൈഡ് എഫക്ട് മനസ്സിലാക്കാൻ,Fake
നല്ല അവതരണം,original
Nallatha....onnum parayan illa he,original
Enthayalum  thank you,Fake
