,text,label,training_label,cleaned,transliterated_text
1972,Apol idh Naya kootangale aan alle,original,0,apol idh naya kootangale aan alle,അപ്പോൾ ഇദ് നയ കൂട്ടങ്ങളെ ആൻ അല്ലേ
1973,എന്തിനാ പേടിക്കുന്നത്. സ്ഥിരം വേട്ടമൃഗങ്ങളായ പ്രവാസികളെ ഞങ്ങൾ ഒതുക്കിയിട്ടുണ്ടല്ലോ.,original,0,എന്തിനാ പേടിക്കുന്നത്. സ്ഥിരം വേട്ടമൃഗങ്ങളായ പ്രവാസികളെ ഞങ്ങൾ ഒതുക്കിയിട്ടുണ്ടല്ലോ.,എന്തിനാ പേടിക്കുന്നത്. സ്ഥിരം വേട്ടമൃഗങ്ങളായ പ്രവാസികളെ ഞങ്ങൾ ഒതുക്കിയിട്ടുണ്ടല്ലോ.
1974,"പാവം കമ്മ്യൂണിസ്റ്റുകൾ, പരമ ദയനീയം",original,0,"പാവം കമ്മ്യൂണിസ്റ്റുകൾ, പരമ ദയനീയം","പാവം കമ്മ്യൂണിസ്റ്റുകൾ, പരമ ദയനീയം"
1975,ഇറ്റലിയിലെ മിലാനിലും ഇറാനിലെ ഖോമിലും ചൈനീസ് നിർമ്മാണ യൂണിറ്റുകളിൽ നിന്നും (മിലാൻ ) പ്രോജെക്ടുകളിൽ നിന്നും ആണു് വൈറസ് പടർന്നു പിടിച്ചത് എന്ന് അറിയപ്പെടുന്ന വസ്തുതയാണ് . പക്ഷേ ചൈനീസ് നഗരങ്ങളിൽ പടർന്നില്ല പോലും . അപ്പോൾ വുഹാൻകാർ പരീക്ഷണ ജീവികളായിരുന്നോ ?,Fake,1,ഇറ്റലിയിലെ മിലാനിലും ഇറാനിലെ ഖോമിലും ചൈനീസ് നിർമ്മാണ യൂണിറ്റുകളിൽ നിന്നും (മിലാൻ ) പ്രോജെക്ടുകളിൽ നിന്നും ആണു് വൈറസ് പടർന്നു പിടിച്ചത് എന്ന് അറിയപ്പെടുന്ന വസ്തുതയാണ് . പക്ഷേ ചൈനീസ് നഗരങ്ങളിൽ പടർന്നില്ല പോലും . അപ്പോൾ വുഹാൻകാർ പരീക്ഷണ ജീവികളായിരുന്നോ ?,ഇറ്റലിയിലെ മിലാനിലും ഇറാനിലെ ഖോമിലും ചൈനീസ് നിർമ്മാണ യൂണിറ്റുകളിൽ നിന്നും (മിലാൻ ) പ്രോജെക്ടുകളിൽ നിന്നും ആണു് വൈറസ് പടർന്നു പിടിച്ചത് എന്ന് അറിയപ്പെടുന്ന വസ്തുതയാണ് . പക്ഷേ ചൈനീസ് നഗരങ്ങളിൽ പടർന്നില്ല പോലും . അപ്പോൾ വുഹാൻകാർ പരീക്ഷണ ജീവികളായിരുന്നോ ?
1976,തലയിൽ വല്ലതും വേണ്ടേ 😍,original,0,തലയിൽ വല്ലതും വേണ്ടേ  ,തലയിൽ വല്ലതും വേണ്ടേ
1977,Ente wife ne  njan covid  dutykku vidilla,original,0,ente wife ne njan covid dutykku vidilla,എന്റെ വൈഫ് നെ ഞാൻ കോവിഡ് ഡ്യൂട്ടിക്ക് വിടില്ല
1978,ലേശം ഉളുപ്പ് 😆😆😆😆😆,original,0,ലേശം ഉളുപ്പ്  ,ലേശം ഉളുപ്പ്
1979,പിണറായി രാജാവിന്റെ ഓരോ ലീലാവിലാസങ്ങൾ..... 🤣,original,0,പിണറായി രാജാവിന്റെ ഓരോ ലീലാവിലാസങ്ങൾ.....  ,പിണറായി രാജാവിന്റെ ഓരോ ലീലാവിലാസങ്ങൾ.....
1980,Nte nishaanteee🤣🤣🤣,original,0,nte nishaanteee ,ന്റെ നിഷാന്റി
1981,Vera paniyonnumille...thiruvathira mangatholi,original,0,vera paniyonnumille...thiruvathira mangatholi,വേര പണിയൊന്നുമില്ലേ...തിരുവാതിര മംഗത്തൊലി
1982,It was clearly evident..,Fake,1,clearly evident..,ക്ലിയർലി എവിഡന്റ്..
1983,വീണ്ടും ജയിപ്പിച്ചു വിട്ടതിനുള്ള ഉപകാരസ്മരണ,original,0,വീണ്ടും ജയിപ്പിച്ചു വിട്ടതിനുള്ള ഉപകാരസ്മരണ,വീണ്ടും ജയിപ്പിച്ചു വിട്ടതിനുള്ള ഉപകാരസ്മരണ
1984,This play China creating,Fake,1,play china creating,പ്ലേ ചിന ക്രിയേറ്റിംഗ്
1985,Communist itrakum adhapathicho,original,0,communist itrakum adhapathicho,കമ്മ്യൂണിസ്റ്റ് ഇത്രകും അധപതിച്ചോ
1986,അയ്യയ്യോ... അന്യായ ഉളുപ്പിലായ്മ... എന്തൊരു അത്യാവശ്യമായ പ്രോഗ്രാം ആയിരുന്നു,original,0,അയ്യയ്യോ... അന്യായ ഉളുപ്പിലായ്മ... എന്തൊരു അത്യാവശ്യമായ പ്രോഗ്രാം ആയിരുന്നു,അയ്യയ്യോ... അന്യായ ഉളുപ്പിലായ്മ... എന്തൊരു അത്യാവശ്യമായ പ്രോഗ്രാം ആയിരുന്നു
1987,"Thiruvaathira,kazhighadum,pinam,mungji",original,0,"thiruvaathira,kazhighadum,pinam,mungji","തിരുവാതിര,കഴിഘടും,പിണം,മുങ്ജി"
1988,Keralathil pooo ved adam,original,0,keralathil pooo ved adam,കേരളത്തിൽ പോ വേദ് അടം
1989,ഇവരെ തള്ളുകയോ കൊള്ളുകയോ ചെയ്യാം.പകർച്ചവ്യാധികൾ പണ്ടും ഉണ്ടായിരുന്നു.ഇന്നത്തെ പോലെ തന്നെ അന്നും ധാരാളം പേർ മരിച്ചിട്ടുണ്ട്.ചികിൽസിച്ചു ഭേദമാക്കാൻ പറ്റുന്ന രോഗങ്ങൾ ഇന്നത്തെ പോലെ തന്നേ modern medicine കണ്ടുപിടിക്കുന്നതിനുമുൻപും ഭേദമാക്കിയിടുണ്ട്.modern medicine മാത്രമാണ് ശരിയായ ചികിത്സ രീതി എന്നു പറയുന്നത് അംഗീകരിക്കാൻ പറ്റില്ല.മനുഷ്യരാശി ഉണ്ടായതു മുതൽ രോഗങ്ങളും ചികിത്സാരീതി കളും ഉണ്ടായിരുന്നു. Covid 19. കാരണം ധാരാളം പേർ മരിച്ചു.ജനങ്ങൾ പൂറത്തിറങ്ങാതെ വീടുകളിൽ കഴിയുന്നു. Cancer രോഗം വന്ന് കോടിയിലേറെ ജനങ്ങൾ ഓരോ വർഷവും ലോക ത്ത് മരിക്കുന്നു.ഇതിനൊക്കെ എവിടെ പ്രതിവിധി.ആര് പുരോഗമിച്ചു.എവിടെ പുരോഗമിച്ചു. എല്ലാവരും നിലനിൽപിനു വേണ്ടി തങ്ങളാണ് ശരിയെന്ന് വാദിക്കുന്നു.പിന്നെ പകർച്ച വ്യാധി ഉണ്ടായാൽ രോഗിയുമായി അകലം പ്രാ പ്രിക്കണം .ഈ അവസരത്തിൽ government ന്റെ നിർദേശങ്ങൾ പാലിക്കുകയാണ് വേണ്ടത്. അല്ലാതെ മുറിവൈദ്യൻമാൻ മുറിജല്പനങ്ങളും ഇറക്കി ജനങ്ങളെ യും government യും ബുദ്ധിമുട്ടി ക്കരുതത്.,Fake,1,ഇവരെ തള്ളുകയോ കൊള്ളുകയോ ചെയ്യാം.പകർച്ചവ്യാധികൾ പണ്ടും ഉണ്ടായിരുന്നു.ഇന്നത്തെ പോലെ തന്നെ അന്നും ധാരാളം പേർ മരിച്ചിട്ടുണ്ട്.ചികിൽസിച്ചു ഭേദമാക്കാൻ പറ്റുന്ന രോഗങ്ങൾ ഇന്നത്തെ പോലെ തന്നേ modern medicine കണ്ടുപിടിക്കുന്നതിനുമുൻപും ഭേദമാക്കിയിടുണ്ട്.modern medicine മാത്രമാണ് ശരിയായ ചികിത്സ രീതി എന്നു പറയുന്നത് അംഗീകരിക്കാൻ പറ്റില്ല.മനുഷ്യരാശി ഉണ്ടായതു മുതൽ രോഗങ്ങളും ചികിത്സാരീതി കളും ഉണ്ടായിരുന്നു. covid 19. കാരണം ധാരാളം പേർ മരിച്ചു.ജനങ്ങൾ പൂറത്തിറങ്ങാതെ വീടുകളിൽ കഴിയുന്നു. cancer രോഗം വന്ന് കോടിയിലേറെ ജനങ്ങൾ ഓരോ വർഷവും ലോക ത്ത് മരിക്കുന്നു.ഇതിനൊക്കെ എവിടെ പ്രതിവിധി.ആര് പുരോഗമിച്ചു.എവിടെ പുരോഗമിച്ചു. എല്ലാവരും നിലനിൽപിനു വേണ്ടി തങ്ങളാണ് ശരിയെന്ന് വാദിക്കുന്നു.പിന്നെ പകർച്ച വ്യാധി ഉണ്ടായാൽ രോഗിയുമായി അകലം പ്രാ പ്രിക്കണം .ഈ അവസരത്തിൽ government ന്റെ നിർദേശങ്ങൾ പാലിക്കുകയാണ് വേണ്ടത്. അല്ലാതെ മുറിവൈദ്യൻമാൻ മുറിജല്പനങ്ങളും ഇറക്കി ജനങ്ങളെ യും government യും ബുദ്ധിമുട്ടി ക്കരുതത്.,ഇവരെ തള്ളുകയോ കൊള്ളുകയോ ചെയ്യാം.പകർച്ചവ്യാധികൾ പണ്ടും ഉണ്ടായിരുന്നു.ഇന്നത്തെ പോലെ തന്നെ അന്നും ധാരാളം പേർ മരിച്ചിട്ടുണ്ട്.ചികിൽസിച്ചു ഭേദമാക്കാൻ പറ്റുന്ന രോഗങ്ങൾ ഇന്നത്തെ പോലെ തന്നേ മോഡർണ് മെഡിസിൻ കണ്ടുപിടിക്കുന്നതിനുമുൻപും ഭേദമാക്കിയിടുണ്ട്.മോഡർണ് മെഡിസിൻ മാത്രമാണ് ശരിയായ ചികിത്സ രീതി എന്നു പറയുന്നത് അംഗീകരിക്കാൻ പറ്റില്ല.മനുഷ്യരാശി ഉണ്ടായതു മുതൽ രോഗങ്ങളും ചികിത്സാരീതി കളും ഉണ്ടായിരുന്നു. കോവിഡ് ൧൯. കാരണം ധാരാളം പേർ മരിച്ചു.ജനങ്ങൾ പൂറത്തിറങ്ങാതെ വീടുകളിൽ കഴിയുന്നു. കാൻസർ രോഗം വന്ന് കോടിയിലേറെ ജനങ്ങൾ ഓരോ വർഷവും ലോക ത്ത് മരിക്കുന്നു.ഇതിനൊക്കെ എവിടെ പ്രതിവിധി.ആര് പുരോഗമിച്ചു.എവിടെ പുരോഗമിച്ചു. എല്ലാവരും നിലനിൽപിനു വേണ്ടി തങ്ങളാണ് ശരിയെന്ന് വാദിക്കുന്നു.പിന്നെ പകർച്ച വ്യാധി ഉണ്ടായാൽ രോഗിയുമായി അകലം പ്രാ പ്രിക്കണം .ഈ അവസരത്തിൽ ഗവർണ്മെന്റ് ന്റെ നിർദേശങ്ങൾ പാലിക്കുകയാണ് വേണ്ടത്. അല്ലാതെ മുറിവൈദ്യൻമാൻ മുറിജല്പനങ്ങളും ഇറക്കി ജനങ്ങളെ യും ഗവർണ്മെന്റ് യും ബുദ്ധിമുട്ടി ക്കരുതത്.
1990,ഉത്തര കൊറിയ കേരള കമ്മിസിന്റെ പുണ്യ ഭൂമി....ചുരുക്കി paranghal കമ്മീസ് ലോകം ഭരിക്കാൻ പോവുന്നു...,Fake,1,ഉത്തര കൊറിയ കേരള കമ്മിസിന്റെ പുണ്യ ഭൂമി....ചുരുക്കി paranghal കമ്മീസ് ലോകം ഭരിക്കാൻ പോവുന്നു...,ഉത്തര കൊറിയ കേരള കമ്മിസിന്റെ പുണ്യ ഭൂമി....ചുരുക്കി പരംഘൽ കമ്മീസ് ലോകം ഭരിക്കാൻ പോവുന്നു...
1991,കാരണഭൂതന് നന്ദി 😝😝,original,0,കാരണഭൂതന് നന്ദി  ,കാരണഭൂതന് നന്ദി
1992,ഈ നാശങ്ങൾ <br>നാടിന്റ ശാപം <br>വിവര ദോഷികൾ,Fake,1,ഈ നാശങ്ങൾ നാടിന്റ ശാപം വിവര ദോഷികൾ,ഈ നാശങ്ങൾ നാടിന്റ ശാപം വിവര ദോഷികൾ
1993,എന്താലെ കഷ്ടം ....<br>ഇവരൊക്കെ പൊട്ടൻമാരാണോ ? 🤔 അതോ പൊട്ടൻമാരായി അഭിനയിക്കുന്നതാണോ ...🤔🤔 ശരിക്കും പൊട്ടൻമാരായിരിക്കും ....😆😆😆,original,0,എന്താലെ കഷ്ടം ....ഇവരൊക്കെ പൊട്ടൻമാരാണോ ?   അതോ പൊട്ടൻമാരായി അഭിനയിക്കുന്നതാണോ ...  ശരിക്കും പൊട്ടൻമാരായിരിക്കും .... ,എന്താലെ കഷ്ടം ....ഇവരൊക്കെ പൊട്ടൻമാരാണോ ?   അതോ പൊട്ടൻമാരായി അഭിനയിക്കുന്നതാണോ ...  ശരിക്കും പൊട്ടൻമാരായിരിക്കും ....
1994,ഈ വർഷത്തെ ഏറ്റവും വലിയ കോമഡി 😂😂🤣🤣,original,0,ഈ വർഷത്തെ ഏറ്റവും വലിയ കോമഡി  ,ഈ വർഷത്തെ ഏറ്റവും വലിയ കോമഡി
1995,കമ്മ്യൂണിസ്റ്റ് വിരോധം അല്ലാതെ എന്തെങ്കിലും തെളിവ് മനോരമ വെച്ചോ?,Fake,1,കമ്മ്യൂണിസ്റ്റ് വിരോധം അല്ലാതെ എന്തെങ്കിലും തെളിവ് മനോരമ വെച്ചോ?,കമ്മ്യൂണിസ്റ്റ് വിരോധം അല്ലാതെ എന്തെങ്കിലും തെളിവ് മനോരമ വെച്ചോ?
1996,ഹും അങ്ങനെ marryathakk പോക്കോ നങ്ങളേ നാട്ടിൽ നിന്ന് .ഇല്ലെങ്കില് നങ്ങൾ വിവരം അറിയും .😂😂,Fake,1,ഹും അങ്ങനെ marryathakk പോക്കോ നങ്ങളേ നാട്ടിൽ നിന്ന് .ഇല്ലെങ്കില് നങ്ങൾ വിവരം അറിയും . ,ഹും അങ്ങനെ മര്ര്യതക്ക് പോക്കോ നങ്ങളേ നാട്ടിൽ നിന്ന് .ഇല്ലെങ്കില് നങ്ങൾ വിവരം അറിയും .
1997,*ലെ കൊറോണ : ആഹാ ഒന്നിനും mask ഇല്ലല്ലോ 😍<br><br>*ലെ വിജേട്ടൻ : കടക്ക് പുറത്ത് ☹️,original,0,*ലെ കൊറോണ : ആഹാ ഒന്നിനും mask ഇല്ലല്ലോ  *ലെ വിജേട്ടൻ : കടക്ക് പുറത്ത്  ,*ലെ കൊറോണ : ആഹാ ഒന്നിനും മാസ്ക് ഇല്ലല്ലോ  *ലെ വിജേട്ടൻ : കടക്ക് പുറത്ത്
1998,china lokathinu bheeshani anu..maricha  38 lakh perudeyum kudumbangaludeyum 100 varshathe chilavu vahikan chinaku mel loka rajyangal samardam cheluthanam,Fake,1,china lokathinu bheeshani anu..maricha 38 lakh perudeyum kudumbangaludeyum 100 varshathe chilavu vahikan chinaku mel loka rajyangal samardam cheluthanam,ചിന ലോകത്തിന് ഭീഷണി അനു..മരിച്ച ൩൮ ലഖ് പേരുടെയും കുടുംബങ്ങളുടെയും ൧൦൦ വർഷത്തെ ചിലവ് വഹികൻ ചിനക്ക് മേൽ ലോക രാജ്യങ്ങൾ സമർദ്ദം ചെലുത്തണം
1999,Thank you....kettappol oru samadanam....angane thanne avatte....🙏🙏,Fake,1,thank you....kettappol oru samadanam....angane thanne avatte.... ,താങ്ക് യൂ....കേട്ടപ്പോൾ ഒരു സമാധാനം....അങ്ങനെ തന്നെ ആവട്ടെ....
2000,"അല്ലെങ്കിലും ദൈന്യംദിന കാര്യങ്ങൾ നടന്നു പോകാൻ പ്രവാസികളുടെ പൈസ വേണം. പക്ഷേ അവൻ 30 ദിവസത്തെ ലീവിന് നാട്ടിലേക്ക് വരുമ്പോൾ 7 ദിവസം വീട്ടിൽ ഇരിക്കണം, പിന്നെ 7 ദിവസം പ്രേത്യേക നിയന്ത്രണം, കൊള്ളാം., ഈ പ്രവാസികൾ എല്ലാം കൂടെ ഒരു മാസം നാട്ടിലേക്ക് cash അയക്കുന്നില്ല എന്ന് തീരുമാനിച്ചാൽ തീരും ഈ കടി., അതെങ്ങനെയാ നാണം കെട്ടവന്മാരുടെ ആസനത്തിൽ ആലു മുളച്ചാൽ അതും അവർക്കൊക്കെ തണലാണല്ലോ..",original,0,"അല്ലെങ്കിലും ദൈന്യംദിന കാര്യങ്ങൾ നടന്നു പോകാൻ പ്രവാസികളുടെ പൈസ വേണം. പക്ഷേ അവൻ 30 ദിവസത്തെ ലീവിന് നാട്ടിലേക്ക് വരുമ്പോൾ 7 ദിവസം വീട്ടിൽ ഇരിക്കണം, പിന്നെ 7 ദിവസം പ്രേത്യേക നിയന്ത്രണം, കൊള്ളാം., ഈ പ്രവാസികൾ എല്ലാം കൂടെ ഒരു മാസം നാട്ടിലേക്ക് cash അയക്കുന്നില്ല എന്ന് തീരുമാനിച്ചാൽ തീരും ഈ കടി., അതെങ്ങനെയാ നാണം കെട്ടവന്മാരുടെ ആസനത്തിൽ ആലു മുളച്ചാൽ അതും അവർക്കൊക്കെ തണലാണല്ലോ..","അല്ലെങ്കിലും ദൈന്യംദിന കാര്യങ്ങൾ നടന്നു പോകാൻ പ്രവാസികളുടെ പൈസ വേണം. പക്ഷേ അവൻ ൩൦ ദിവസത്തെ ലീവിന് നാട്ടിലേക്ക് വരുമ്പോൾ ൭ ദിവസം വീട്ടിൽ ഇരിക്കണം, പിന്നെ ൭ ദിവസം പ്രേത്യേക നിയന്ത്രണം, കൊള്ളാം., ഈ പ്രവാസികൾ എല്ലാം കൂടെ ഒരു മാസം നാട്ടിലേക്ക് കാഷ് അയക്കുന്നില്ല എന്ന് തീരുമാനിച്ചാൽ തീരും ഈ കടി., അതെങ്ങനെയാ നാണം കെട്ടവന്മാരുടെ ആസനത്തിൽ ആലു മുളച്ചാൽ അതും അവർക്കൊക്കെ തണലാണല്ലോ.."
2001,O My Lord and my God protect from covid19 and fatal diseases remove my God God given this covid in world. God completely removed thus fatal diseases. Have mercy on us and on the whole world humanities.,Fake,1,lord god protect covid19 fatal diseases remove god god given covid world. god completely removed thus fatal diseases. mercy us whole world humanities.,ലോർഡ് ഗോഡ് പ്രൊട്ടക്ട് കോവിഡ്൧൯ ഫത്തൽ ഡിസീസ് റിമൂവ് ഗോഡ് ഗോഡ് ഗിവൻ കോവിഡ് വേർൽഡ്. ഗോഡ് കംപ്ലീറ്റ്ലി റിമൂവ്ഡ് തസ് ഫത്തൽ ഡിസീസ്. മെർസി ഉസ് വോൾ വേർൽഡ് ഹ്യുമാനിറ്റീസ്.
2002,ചൈനക്ക് എല്ലാരാജ്യങ്ങളോടും യുദ്ധo ചെയ്യാനാകില്ല. ഡ്യൂപ്ലിക്കറ്റ് കൊറോണയെ ഉണ്ടാക്കി cherupattanathe konnudukki. Avidullavare മണ്ടൻ marakki. എന്നിട്ടു മറ്റുള്ള രാജ്യങ്ങളിൽ കൊറോണയെ സ്ഥാപിച്ചു,Fake,1,ചൈനക്ക് എല്ലാരാജ്യങ്ങളോടും യുദ്ധo ചെയ്യാനാകില്ല. ഡ്യൂപ്ലിക്കറ്റ് കൊറോണയെ ഉണ്ടാക്കി cherupattanathe konnudukki. avidullavare മണ്ടൻ marakki. എന്നിട്ടു മറ്റുള്ള രാജ്യങ്ങളിൽ കൊറോണയെ സ്ഥാപിച്ചു,ചൈനക്ക് എല്ലാരാജ്യങ്ങളോടും യുദ്ധഒ ചെയ്യാനാകില്ല. ഡ്യൂപ്ലിക്കറ്റ് കൊറോണയെ ഉണ്ടാക്കി ചെറുപട്ടണത്തെ കൊന്നുടുക്കി. അവിടുള്ളവരെ മണ്ടൻ മറക്കി. എന്നിട്ടു മറ്റുള്ള രാജ്യങ്ങളിൽ കൊറോണയെ സ്ഥാപിച്ചു
2003,ലോകത്തിലെ ഏറ്റവും വലിയ ഭീഷണിയാണ് മത വൈറസുകൾ. മത വൈറസിനെ തടയുവാൻ ചൈന എന്ന രാജ്യം നിലനിൽക്കേണ്ടത്  കാലഘട്ടത്തിൻറെ അത്യാവശ്യമാണ്,Fake,1,ലോകത്തിലെ ഏറ്റവും വലിയ ഭീഷണിയാണ് മത വൈറസുകൾ. മത വൈറസിനെ തടയുവാൻ ചൈന എന്ന രാജ്യം നിലനിൽക്കേണ്ടത് കാലഘട്ടത്തിൻറെ അത്യാവശ്യമാണ്,ലോകത്തിലെ ഏറ്റവും വലിയ ഭീഷണിയാണ് മത വൈറസുകൾ. മത വൈറസിനെ തടയുവാൻ ചൈന എന്ന രാജ്യം നിലനിൽക്കേണ്ടത് കാലഘട്ടത്തിൻറെ അത്യാവശ്യമാണ്
2004,ഞാൻ ഇപ്പോൾ റഷ്യയിലാണുള്ളത്. താങ്കൾ പറയുംപോലുള്ള യാതൊരു നിയന്ത്രണവും ഇതുവരെ നിലവിൽ വന്നിട്ടില്ല. പൊതു ഗതാഗത സൗകര്യങ്ങളും ഷോപ്പിങ് മാളുകളും പ്രവർത്തിക്കുന്നുണ്ട്. എല്ലാ വാർത്തകളും ഇങ്ങനെ അടിസ്ഥാനമില്ലാതെ തള്ളുന്നതാണോ....,Fake,1,ഞാൻ ഇപ്പോൾ റഷ്യയിലാണുള്ളത്. താങ്കൾ പറയുംപോലുള്ള യാതൊരു നിയന്ത്രണവും ഇതുവരെ നിലവിൽ വന്നിട്ടില്ല. പൊതു ഗതാഗത സൗകര്യങ്ങളും ഷോപ്പിങ് മാളുകളും പ്രവർത്തിക്കുന്നുണ്ട്. എല്ലാ വാർത്തകളും ഇങ്ങനെ അടിസ്ഥാനമില്ലാതെ തള്ളുന്നതാണോ....,ഞാൻ ഇപ്പോൾ റഷ്യയിലാണുള്ളത്. താങ്കൾ പറയുംപോലുള്ള യാതൊരു നിയന്ത്രണവും ഇതുവരെ നിലവിൽ വന്നിട്ടില്ല. പൊതു ഗതാഗത സൗകര്യങ്ങളും ഷോപ്പിങ് മാളുകളും പ്രവർത്തിക്കുന്നുണ്ട്. എല്ലാ വാർത്തകളും ഇങ്ങനെ അടിസ്ഥാനമില്ലാതെ തള്ളുന്നതാണോ....
2005,ബേബിയുടെ സൈദ്ധന്തിക അവലോകനം ഉടൻ ഉണ്ടാകും.,Fake,1,ബേബിയുടെ സൈദ്ധന്തിക അവലോകനം ഉടൻ ഉണ്ടാകും.,ബേബിയുടെ സൈദ്ധന്തിക അവലോകനം ഉടൻ ഉണ്ടാകും.
2006,You are correct.,Fake,1,correct.,കറക്ട്.
2007,My husband took vaccine after he had heart attack and blockage .,Fake,1,husband took vaccine heart attack blockage .,ഹസ്ബന്ദ് ടോക്ക് വാക്സിൻ ഹാർട്ട് അറ്റാക്ക് ബ്ലോക്കേജ് .
2008,എകാതിപത്യ തീരുമാനങ്ങൾ മാത്രമാണ് മാർകിസ്റ്റ് കമ്മ്യൂണിസ്റ്റ്‌ കാരുടെ തീരുമാനം example:Chaina. ഇന്ന് പല കലാലയങ്ങളിലും നടക്കുന്ന അതെ അവസ്ഥ ഭരണം മാറണം. ✊,original,0,എകാതിപത്യ തീരുമാനങ്ങൾ മാത്രമാണ് മാർകിസ്റ്റ് കമ്മ്യൂണിസ്റ്റ്‌ കാരുടെ തീരുമാനം example:chaina. ഇന്ന് പല കലാലയങ്ങളിലും നടക്കുന്ന അതെ അവസ്ഥ ഭരണം മാറണം.  ,എകാതിപത്യ തീരുമാനങ്ങൾ മാത്രമാണ് മാർകിസ്റ്റ് കമ്മ്യൂണിസ്റ്റ്‌ കാരുടെ തീരുമാനം എക്സാമ്പിൾ:ചൈന. ഇന്ന് പല കലാലയങ്ങളിലും നടക്കുന്ന അതെ അവസ്ഥ ഭരണം മാറണം.
2009,തിരുവാതിര  കളിക്കാൻ വീണ  ചേച്ചിയും വന്നിരുന്നോ,original,0,തിരുവാതിര കളിക്കാൻ വീണ ചേച്ചിയും വന്നിരുന്നോ,തിരുവാതിര കളിക്കാൻ വീണ ചേച്ചിയും വന്നിരുന്നോ
2010,Ella tharathilum nadumudikkan undaya party. Kitt koduth  alukale pattich janagalod onnu parayum mattonn pravarthikkum,original,0,ella tharathilum nadumudikkan undaya party. kitt koduth alukale pattich janagalod onnu parayum mattonn pravarthikkum,എല്ല തരത്തിലും നടുമുടിക്കാൻ ഉണ്ടായ പാർട്ടി. കിറ്റ് കൊടുത്ത് ആളുകളെ പറ്റിച്ച് ജനങ്ങളോട് ഒന്ന് പറയും മറ്റൊന്ന് പ്രവർത്തിക്കും
2011,Kazhuthakootam thiruvathira,original,0,kazhuthakootam thiruvathira,കഴുതകൂടം തിരുവാതിര
2012,എത്ര ഒളിപ്പിച്ചാലും ഒരു നാൾ പുറത്തു വരും  ചൈനയിലെ മരണസംഖ്യ  അവർ പൂഴ്ത്തി വച്ചു,Fake,1,എത്ര ഒളിപ്പിച്ചാലും ഒരു നാൾ പുറത്തു വരും ചൈനയിലെ മരണസംഖ്യ അവർ പൂഴ്ത്തി വച്ചു,എത്ര ഒളിപ്പിച്ചാലും ഒരു നാൾ പുറത്തു വരും ചൈനയിലെ മരണസംഖ്യ അവർ പൂഴ്ത്തി വച്ചു
2013,കുറെനുണ നാടകം അതാണ് കൊറോണ. Depopulation അജണ്ട ആണ് എന്ന് മനസ്സിൽ ആക്കാനുള്ള സാമാന്യ ബുദ്ധി വിദ്യാഭ്യാസം ഉള്ള മണ്ടൻ ജനത്തിന് അറിയില്ല,Fake,1,കുറെനുണ നാടകം അതാണ് കൊറോണ. depopulation അജണ്ട ആണ് എന്ന് മനസ്സിൽ ആക്കാനുള്ള സാമാന്യ ബുദ്ധി വിദ്യാഭ്യാസം ഉള്ള മണ്ടൻ ജനത്തിന് അറിയില്ല,കുറെനുണ നാടകം അതാണ് കൊറോണ. ഡിപോപ്പുലേഷൻ അജണ്ട ആണ് എന്ന് മനസ്സിൽ ആക്കാനുള്ള സാമാന്യ ബുദ്ധി വിദ്യാഭ്യാസം ഉള്ള മണ്ടൻ ജനത്തിന് അറിയില്ല
2014,"Yes urappayum ith manushiya nirmithiyaane.chinaye Ella rajiyagalum koodi chodiyam cheyithal namuk e. Mahamariye prathikarikaam,prethikarichillenkil eniyum nammal anubavikedi verum ur app😷😷😷😭",Fake,1,"yes urappayum ith manushiya nirmithiyaane.chinaye ella rajiyagalum koodi chodiyam cheyithal namuk e. mahamariye prathikarikaam,prethikarichillenkil eniyum nammal anubavikedi verum ur app ","യെസ് ഉറപ്പായും ഇത് മാനുഷ്യ നിർമിതിയാണെ.ചൈനയെ എല്ല രാജിയാഗാലും കൂടി ചോദിയം ചെയിതാൽ നമുക്ക് ഇ. മഹാമാരിയെ പ്രതികരിക്കാം,പ്രേതികരിച്ചില്ലെങ്കിൽ എനിയും നമ്മൾ അനുഭവികേടി വെറും ഉർ ആപ്പ്"
2015,Only time will prove us right or wrong ! Let us prey to the almighty ..... what else we can do ?,Fake,1,time prove us right wrong ! let us prey almighty ..... else ?,ടൈം പ്രൂവ് ഉസ് റൈറ്റ് വ്രോംഗ് ! ലെറ്റ് ഉസ് പ്രേ അൽമൈറ്റി ..... എൽസെ ?
